Supplier,Part Number,Quantity on Hand,Item UOM,Item Cost,$ on Hand,Annual Usage Qty,Average Daily Usage Qty,Minimum Order Qty,Box Size Qty,Lead Time [Days],Annual Usage [$],Mfg_Site,Planner Code,Planning Method,Safety Stock Qty,% Received On Time,Delivery Frequency
SUPPLIER22,ITEM_6341,58500,INCH,0.03,1813.50,163800.0,668.6,58500,11700,22,5077.80,SITE6,BUYER7,MRP,11700,100.0,2x per week
SUPPLIER55,ITEM_2977,2394,SQUARE FOOT,0.76,1809.86,2394.0,9.8,2394,2394,3,1809.86,SITE1,BUYER5,MRP,1,100.0,5x per week
SUPPLIER55,ITEM_2935,3811.28,SQUARE FOOT,0.47,1806.55,3813.7,15.6,3796.64,3796.64,6,1807.70,SITE1,BUYER5,MRP,1,100.0,5x per week
SUPPLIER186,ITEM_5677,18240,INCH,0.10,1805.76,54720.0,223.3,9120,9120,15,5417.28,SITE1,BUYER10,MRP,9120,70.0,5x per week
SUPPLIER146,ITEM_4536,900,EACH,2.00,1796.40,6000.0,24.5,300,300,2,11976.00,SITE12,BUYER11,MRP,44,80.6,5x per week
SUPPLIER72,ITEM_5008,2,GALLON,896.00,1792.00,9.9,0.0,1,1,17,8903.99,SITE6,BUYER2,MRP,1,63.6,5x per week
SUPPLIER35,ITEM_3171,1000,PIECE,1.79,1790.00,2625.0,10.7,1250,1250,21,4698.75,SITE12,BUYER7,MRP,275,100.0,3x per week
SUPPLIER45,ITEM_0012,2400,EACH,0.73,1754.40,10700.0,43.7,100,100,52,7821.70,SITE10,BUYER2,MRP,1900,70.5,1x per week
SUPPLIER35,ITEM_2067,8500,PIECE,0.21,1742.50,6000.0,24.5,15000,15000,21,1230.00,SITE12,BUYER7,MRP,1722,100.0,5x per week
SUPPLIER55,ITEM_2941,3672.24,SQUARE FOOT,0.47,1740.64,19561.7,79.8,3691.5,3691.5,6,9272.26,SITE1,BUYER5,MRP,1,84.8,5x per week
SUPPLIER196,ITEM_4491,1069,PIECE,1.63,1738.19,2149.0,8.8,1000,1000,12,3494.27,SITE10,BUYER11,MRP,101,61.3,2x per week
SUPPLIER45,ITEM_1796,9000,PIECE,0.19,1737.00,42800.0,174.7,200,200,51,8260.40,SITE4,BUYER2,MRP,5200,81.6,1x per week
SUPPLIER22,ITEM_5652,54000,INCH,0.03,1728.00,25500.0,104.1,30000,30000,22,816.00,SITE6,BUYER7,MRP,1500,9.1,2x per week
SUPPLIER82,ITEM_6662,30723,INCH,0.06,1720.49,768075.0,3135.0,30723,30723,4,43012.20,SITE6,BUYER10,MRP,4264,14.8,5x per week
SUPPLIER201,ITEM_4919,7776,FOOT,0.22,1710.72,64800.0,264.5,2592,2592,7,14256.00,SITE10,BUYER2,MRP,5184,77.3,2x per week
SUPPLIER276,ITEM_6215,320,PIECE,5.34,1708.80,2000.0,8.2,80,80,12,10680.00,SITE6,BUYER4,MRP,45,97.9,2x per week
SUPPLIER129,ITEM_4126,13965,EACH,0.12,1675.80,9310.0,38.0,4000,4000,3,1117.20,SITE2,BUYER3,MRP,38,0.0,2x per week
SUPPLIER236,ITEM_2660,220,EACH,7.58,1667.60,218.0,0.9,200,200,61,1652.44,SITE12,BUYER4,MRP,13,0.0,5x per week
SUPPLIER27,ITEM_1142,2500,PIECE,0.66,1657.50,4726.0,19.3,2000,2000,6,3133.34,SITE12,BUYER2,MRP,150,50.0,5x per week
SUPPLIER43,ITEM_0244,22,ROLL,75.20,1654.40,98.0,0.4,32,32,8,7369.60,SITE2,BUYER6,MRP,4,54.5,1x per week
SUPPLIER262,ITEM_0070,1010,POUND,1.64,1651.35,16139.0,65.9,1000,1000,10,26387.27,SITE2,BUYER1,MRP,192,35.0,3x per week
SUPPLIER186,ITEM_5821,31104,INCH,0.05,1648.51,93312.0,380.9,15552,15552,6,4945.54,SITE1,BUYER10,MRP,15552,100.0,5x per week
SUPPLIER119,ITEM_4779,165,GALLON,9.95,1642.41,1980.0,8.1,55,55,5,19708.92,SITE8,BUYER2,Min-max,,94.1,1x per week
SUPPLIER259,ITEM_5445,209,PIECE,7.83,1636.47,395.0,1.6,100,100,8,3092.85,SITE1,BUYER1,MRP,4,100.0,1x per week
SUPPLIER57,ITEM_2855,535.8,SQUARE FOOT,3.04,1630.98,5967.1,24.4,270.72,270.72,4,18163.91,SITE4,BUYER5,MRP,50,97.5,5x per week
SUPPLIER186,ITEM_5888,162239.7504,INCH,0.01,1622.40,1572480.2,6418.3,112320,12480,7,15724.80,SITE1,BUYER10,MRP,112320,61.5,5x per week
SUPPLIER45,ITEM_1799,8400,PIECE,0.19,1621.20,27800.0,113.5,200,200,51,5365.40,SITE7,BUYER2,MRP,5000,87.9,1x per week
SUPPLIER51,ITEM_0504,2000,PIECE,0.81,1614.00,4800.0,19.6,1200,1200,20,3873.60,SITE2,BUYER7,MRP,350,0.0,2x per week
SUPPLIER171,ITEM_3734,19400,EACH,0.08,1610.20,463400.0,1891.4,3400,3400,8,38462.20,SITE4,BUYER7,MRP,5728,84.8,1x per week
SUPPLIER276,ITEM_5777,700,PIECE,2.29,1603.00,7400.0,30.2,50,50,7,16946.00,SITE6,BUYER4,MRP,84,92.2,2x per week
SUPPLIER4,ITEM_4216,45,GALLON,35.31,1588.95,530.0,2.2,5,5,7,18714.30,SITE4,BUYER2,MRP,6,96.9,1x per week
SUPPLIER218,ITEM_0838,358,PIECE,4.44,1587.73,2613.0,10.7,134,1,11,11588.66,SITE9,BUYER1,Min-max,,47.4,2x per week
SUPPLIER186,ITEM_5682,13338,INCH,0.12,1573.88,147744.0,603.0,8208,8208,6,17433.79,SITE1,BUYER10,MRP,16416,88.9,5x per week
SUPPLIER186,ITEM_6069,140400,INCH,0.01,1544.40,4282200.0,17478.4,70200,70200,6,47104.20,SITE6,BUYER10,MRP,54600,87.1,5x per week
SUPPLIER57,ITEM_2903,621.12,SQUARE FOOT,2.48,1539.14,8469.2,34.6,621.12,621.12,4,20986.75,SITE4,BUYER5,MRP,76,100.0,5x per week
SUPPLIER283,ITEM_3548,4500,EACH,0.34,1539.00,36000.0,146.9,4000,4000,5,12312.00,SITE2,BUYER7,MRP,477,21.5,5x per week
SUPPLIER85,ITEM_4863,12600,FOOT,0.12,1537.20,49200.0,200.8,8400,600,5,6002.40,SITE13,BUYER5,Min-max,,100.0,2x per week
SUPPLIER45,ITEM_6175,2600,PIECE,0.59,1536.60,9600.0,39.2,200,200,52,5673.60,SITE6,BUYER2,MRP,1400,100.0,1x per week
SUPPLIER45,ITEM_6566,2600,PIECE,0.59,1534.00,9200.0,37.6,200,200,52,5428.00,SITE6,BUYER2,MRP,1000,96.4,1x per week
SUPPLIER218,ITEM_6438,200,PIECE,7.63,1526.00,9024.0,36.8,76,76,13,68853.12,SITE6,BUYER1,MRP,206,84.3,2x per week
SUPPLIER196,ITEM_2082,250,PIECE,6.10,1525.00,360.0,1.5,30,30,6,2196.00,SITE8,BUYER11,MRP,3,88.9,2x per week
SUPPLIER146,ITEM_4162,420,EACH,3.61,1517.88,3748.0,15.3,200,200,10,13545.27,SITE2,BUYER11,MRP,740,78.1,5x per week
SUPPLIER218,ITEM_0743,150,PIECE,10.12,1517.70,2613.0,10.7,60,1,8,26438.33,SITE10,BUYER1,MRP,59,61.5,2x per week
SUPPLIER145,ITEM_5902,1800,PIECE,0.84,1512.00,28800.0,117.6,300,300,10,24192.00,SITE6,BUYER4,MRP,404,87.6,5x per week
SUPPLIER289,ITEM_6151,1000,PIECE,1.50,1500.00,1000.0,4.1,500,500,30,1500.00,SITE6,BUYER12,MRP,175,100.0,1x per week
SUPPLIER276,ITEM_5937,240,EACH,6.21,1490.40,3380.0,13.8,20,20,10,20989.80,SITE1,BUYER4,MRP,41,95.9,2x per week
SUPPLIER22,ITEM_6570,38069.99973,INCH,0.04,1484.73,892530.0,3643.0,12690,12690,7,34808.67,SITE6,BUYER7,MRP,10404,100.0,1x per week
SUPPLIER144,ITEM_3354,19200,INCH,0.08,1478.40,62400.0,254.7,19200,19200,12,4804.80,SITE10,BUYER7,MRP,4200,100.0,5x per week
SUPPLIER196,ITEM_6579,10169,PIECE,0.14,1464.34,128702.0,525.3,7500,7500,10,18533.09,SITE1,BUYER11,MRP,1663,69.9,1x per week
SUPPLIER95,ITEM_2416,9000,PIECE,0.16,1458.00,204153.0,833.3,24000,24000,40,33072.79,SITE2,BUYER11,MRP,14871,69.6,3x per week
SUPPLIER186,ITEM_6100,11088,INCH,0.13,1452.53,55440.0,226.3,11088,11088,6,7262.64,SITE6,BUYER10,MRP,5544,85.7,5x per week
SUPPLIER222,ITEM_3272,120000,FOOT,0.01,1440.00,6755000.0,27571.4,60000,12000,5,81060.00,SITE2,BUYER12,MRP,60000,76.4,5x per week
SUPPLIER75,ITEM_4516,7248,FOOT,0.20,1435.10,35400.0,144.5,188,188,25,7009.20,SITE2,BUYER12,MRP,2474,60.6,1x per week
SUPPLIER51,ITEM_2676,1800,PIECE,0.79,1427.40,675.0,2.8,2475,2475,17,535.28,SITE10,BUYER7,MRP,37,21.4,5x per week
SUPPLIER83,ITEM_2367,1674,EACH,0.85,1422.90,48912.0,199.6,2040,2040,15,41575.20,SITE2,BUYER4,MRP,1260,0.0,1x per week
SUPPLIER90,ITEM_4785,384,EACH,3.70,1420.80,1428.0,5.8,12,12,5,5283.60,SITE2,BUYER5,MRP,360,90.4,3x per week
SUPPLIER276,ITEM_6259,220,PIECE,6.42,1412.40,2520.0,10.3,20,20,7,16178.40,SITE6,BUYER4,MRP,30,93.2,2x per week
SUPPLIER82,ITEM_3001,726,PIECE,1.94,1406.99,26620.0,108.7,242,242,6,51589.56,SITE7,BUYER10,MRP,242,0.9,2x per week
SUPPLIER186,ITEM_5800,468000,INCH,0.00,1404.00,4609020.0,18812.3,280800,280800,6,13827.06,SITE6,BUYER10,MRP,280800,85.6,5x per week
SUPPLIER284,ITEM_6501,26448,INCH,0.05,1401.74,60192.0,245.7,25080,25080,7,3190.18,SITE3,BUYER10,MRP,2736,80.0,5x per week
SUPPLIER225,ITEM_5377,25000,PIECE,0.06,1400.00,600000.0,2449.0,5000,5000,5,33600.00,SITE1,BUYER6,MRP,20000,90.2,4x per week
SUPPLIER6,ITEM_0082,722,POUND,1.90,1368.19,40888.0,166.9,498,498,11,77482.76,SITE8,BUYER1,MRP,1159,83.6,4x per week
SUPPLIER57,ITEM_2902,544.32,SQUARE FOOT,2.49,1354.81,14214.7,58.0,544.32,544.32,4,35380.36,SITE4,BUYER5,MRP,123,100.0,5x per week
SUPPLIER259,ITEM_1576,200,PIECE,6.75,1350.00,1600.0,6.5,200,200,5,10800.00,SITE10,BUYER1,MRP,13,92.3,1x per week
SUPPLIER276,ITEM_6206,1000,PIECE,1.32,1320.00,12317.0,50.3,100,100,7,16258.44,SITE6,BUYER4,MRP,158,96.9,2x per week
SUPPLIER249,ITEM_4836,54,GALLON,24.12,1302.48,486.0,2.0,54,54,5,11722.32,SITE2,BUYER8,MRP,7,93.3,3x per week
SUPPLIER146,ITEM_4749,2304,PIECE,0.56,1299.46,54550.0,222.7,768,768,2,30766.20,SITE7,BUYER11,Min-max,,99.9,5x per week
SUPPLIER22,ITEM_6279,12480,INCH,0.10,1297.92,118560.0,483.9,6240,6240,7,12330.24,SITE6,BUYER7,MRP,1580,96.7,2x per week
SUPPLIER272,ITEM_4206,324000,INCH,0.00,1296.00,17298000.0,70604.1,54000,54000,7,69192.00,SITE10,BUYER5,MRP,250000,49.9,5x per week
SUPPLIER129,ITEM_4420,540,PIECE,2.40,1296.00,4590.0,18.7,270,270,4,11016.00,SITE12,BUYER3,MRP,40,96.7,5x per week
SUPPLIER228,ITEM_4852,16000,FOOT,0.08,1280.00,7200.0,29.4,100,100,20,576.00,SITE13,BUYER2,Manual,,16.7,1x per week
SUPPLIER171,ITEM_4660,5800,FOOT,0.22,1276.00,40600.0,165.7,2900,2900,20,8932.00,SITE6,BUYER7,MRP,5800,89.3,5x per week
SUPPLIER211,ITEM_4671,11925,SQUARE FOOT,0.11,1264.05,306261.0,1250.0,15900,3975,8,32463.67,SITE8,BUYER11,MRP,7628,34.3,1x per week
SUPPLIER186,ITEM_5848,5616,INCH,0.23,1263.60,224640.0,916.9,2808,2808,6,50544.00,SITE6,BUYER10,MRP,5616,88.2,5x per week
SUPPLIER22,ITEM_3319,18000,FOOT,0.07,1260.00,558000.0,2277.6,18000,18000,5,39060.00,SITE2,BUYER7,MRP,5282,79.0,2x per week
SUPPLIER51,ITEM_3634,3270,PIECE,0.39,1258.95,3000.0,12.2,5000,5000,5,1155.00,SITE10,BUYER7,MRP,33,41.3,5x per week
SUPPLIER146,ITEM_6759,5264,PIECE,0.24,1258.10,2328.0,9.5,5000,1000,10,556.39,SITE6,BUYER11,MRP,34,100.0,1x per week
SUPPLIER57,ITEM_2863,533.76,SQUARE FOOT,2.34,1249.00,30580.0,124.8,533.76,533.76,2,71557.20,SITE4,BUYER5,MRP,258,94.4,5x per week
SUPPLIER45,ITEM_6538,4800,PIECE,0.26,1248.00,27600.0,112.7,200,200,50,7176.00,SITE3,BUYER2,MRP,1335,86.3,1x per week
SUPPLIER57,ITEM_2849,541.44,SQUARE FOOT,2.28,1233.40,22052.4,90.0,270.72,270.72,2,50235.37,SITE4,BUYER5,MRP,194,100.0,5x per week
SUPPLIER205,ITEM_1043,7200,FOOT,0.17,1224.00,36000.0,146.9,7200,7200,5,6120.00,SITE2,BUYER6,MRP,100,90.9,5x per week
SUPPLIER35,ITEM_3024,500,PIECE,2.43,1216.00,875.0,3.6,875,875,20,2128.00,SITE2,BUYER7,MRP,36,0.0,5x per week
SUPPLIER6,ITEM_0167,588,POUND,2.06,1211.87,1774.0,7.2,515,515,10,3656.21,SITE2,BUYER1,MRP,15,50.0,4x per week
SUPPLIER32,ITEM_1425,320,PIECE,3.77,1205.76,1680.0,6.9,320,40,5,6330.24,SITE2,BUYER4,MRP,90,56.4,2x per week
SUPPLIER110,ITEM_2129,40000,PIECE,0.03,1200.00,2065000.0,8428.6,10000,10000,6,61950.00,SITE1,BUYER11,MRP,23814,100.0,2x per month
SUPPLIER171,ITEM_5461,50000,PIECE,0.02,1200.00,375000.0,1530.6,50000,50000,9,9000.00,SITE6,BUYER7,MRP,4898,84.6,5x per week
SUPPLIER144,ITEM_6578,8000,PIECE,0.15,1200.00,117500.0,479.6,4000,4000,7,17625.00,SITE6,BUYER7,MRP,1700,86.2,5x per week
SUPPLIER202,ITEM_1018,150,PIECE,7.95,1192.50,2610.0,10.7,50,50,6,20749.50,SITE2,BUYER4,MRP,34,57.0,1x per week
SUPPLIER6,ITEM_0295,629.114,POUND,1.90,1192.17,11348.0,46.3,354,354,16,21504.46,SITE4,BUYER1,MRP,464,64.1,4x per week
SUPPLIER82,ITEM_6661,18942,INCH,0.06,1174.40,18480.0,75.4,18711,18711,5,1145.76,SITE1,BUYER10,MRP,151,60.0,5x per week
SUPPLIER45,ITEM_0017,1600,EACH,0.73,1169.60,2800.0,11.4,100,100,52,2046.80,SITE10,BUYER2,MRP,900,91.1,1x per week
SUPPLIER276,ITEM_5982,220,EACH,5.30,1166.00,2540.0,10.4,20,20,7,13462.00,SITE6,BUYER4,MRP,30,97.0,2x per week
SUPPLIER144,ITEM_3373,350,EACH,3.32,1163.05,5500.0,22.4,50,50,3,18276.50,SITE10,BUYER7,MRP,50,51.8,3x per week
SUPPLIER75,ITEM_1570,200,PIECE,5.71,1142.00,200.0,0.8,200,200,10,1142.00,SITE9,BUYER12,Min-max,,66.7,2x per week
SUPPLIER276,ITEM_5762,500,EACH,2.27,1135.00,2700.0,11.0,100,100,12,6129.00,SITE6,BUYER4,MRP,61,98.0,2x per week
SUPPLIER260,ITEM_2092,27000,EACH,0.04,1134.00,105000.0,428.6,24000,24000,20,4410.00,SITE4,BUYER11,Min-max,,77.8,5x per week
SUPPLIER232,ITEM_5815,63000,INCH,0.02,1134.00,740250.0,3021.4,15750,15750,5,13324.50,SITE6,BUYER6,MRP,15750,94.5,3x per week
SUPPLIER226,ITEM_4947,460,PIECE,2.46,1131.60,1071.0,4.4,288,12,10,2634.66,SITE9,BUYER8,Min-max,,100.0,1x per week
SUPPLIER4,ITEM_4239,35,GALLON,32.32,1131.20,185.0,0.8,5,5,7,5979.20,SITE8,BUYER2,MRP,15,95.7,1x per week
SUPPLIER57,ITEM_2872,366.13,SQUARE FOOT,3.08,1128.41,2134.5,8.7,373.92,373.92,4,6578.41,SITE4,BUYER5,MRP,23,91.5,5x per week
SUPPLIER186,ITEM_5425,6320,INCH,0.18,1118.64,12640.0,51.6,6320,6320,6,2237.28,SITE6,BUYER10,MRP,3160,100.0,5x per week
SUPPLIER45,ITEM_1786,4400,PIECE,0.25,1104.40,13600.0,55.5,400,400,51,3413.60,SITE7,BUYER2,MRP,2000,77.3,1x per week
SUPPLIER171,ITEM_6695,5000,PIECE,0.22,1100.00,38000.0,155.1,5000,5000,19,8360.00,SITE1,BUYER7,MRP,3000,64.3,5x per week
SUPPLIER58,ITEM_2969,2009.1,SQUARE FOOT,0.55,1098.98,16496.3,67.3,4821.84,4821.84,2,9023.50,SITE3,BUYER5,MRP,113,67.0,5x per week
SUPPLIER144,ITEM_6703,21000,PIECE,0.05,1092.00,5000.0,20.4,3000,3000,12,260.00,SITE6,BUYER7,MRP,571,100.0,5x per week
SUPPLIER237,ITEM_5345,20,EACH,54.55,1091.00,40.0,0.2,20,20,10,2182.00,SITE2,BUYER4,MRP,0,100.0,3x per week
SUPPLIER45,ITEM_1800,1600,PIECE,0.68,1083.20,5200.0,21.2,200,200,51,3520.40,SITE7,BUYER2,MRP,1000,87.0,1x per week
SUPPLIER32,ITEM_6057,10000,PIECE,0.11,1080.00,70000.0,285.7,10000,10000,7,7560.00,SITE6,BUYER4,MRP,735,45.5,2x per week
SUPPLIER206,ITEM_5371,134400,INCH,0.01,1075.20,1699200.0,6935.5,86400,86400,5,13593.60,SITE3,BUYER6,MRP,57600,95.0,5x per week
SUPPLIER284,ITEM_5423,22344,INCH,0.05,1072.51,223440.0,912.0,22344,22344,2,10725.12,SITE6,BUYER10,MRP,10944,11.8,5x per week
SUPPLIER22,ITEM_0874,12600,INCH,0.09,1071.00,6300.0,25.7,18900,18900,20,535.50,SITE2,BUYER7,MRP,257,0.0,2x per week
SUPPLIER9,ITEM_6564,10000,PIECE,0.11,1070.00,310000.0,1265.3,10000,10000,10,33170.00,SITE1,BUYER1,MRP,3673,82.8,1x per week
SUPPLIER218,ITEM_5486,445,PIECE,2.40,1068.45,812.0,3.3,336,336,13,1949.61,SITE6,BUYER1,MRP,29,48.8,2x per week
SUPPLIER146,ITEM_4438,792,PIECE,1.34,1058.11,5210.0,21.3,250,250,12,6960.56,SITE10,BUYER11,MRP,89,78.2,5x per week
SUPPLIER46,ITEM_4626,864,PIECE,1.22,1054.08,1728.0,7.1,864,864,16,2108.16,SITE4,BUYER3,MRP,35,100.0,2x per week
SUPPLIER276,ITEM_5968,900,EACH,1.17,1053.00,16500.0,67.3,100,100,7,19305.00,SITE6,BUYER4,MRP,191,98.3,2x per week
SUPPLIER276,ITEM_5977,200,EACH,5.23,1046.00,100.0,0.4,50,50,12,523.00,SITE6,BUYER4,MRP,2,50.0,2x per week
SUPPLIER75,ITEM_1525,93,PIECE,11.06,1028.58,339.0,1.4,48,48,35,3749.34,SITE2,BUYER12,Min-max,,53.4,1x per week
SUPPLIER6,ITEM_0165,498,POUND,2.07,1028.37,1490.0,6.1,452,452,11,3076.85,SITE2,BUYER1,MRP,37,100.0,4x per week
SUPPLIER32,ITEM_0909,750,EACH,1.37,1026.75,19000.0,77.6,50,50,6,26011.00,SITE4,BUYER4,MRP,271,80.6,2x per week
SUPPLIER4,ITEM_4212,30,GALLON,34.00,1020.00,260.0,1.1,5,5,7,8840.00,SITE7,BUYER2,MRP,35,93.6,1x per week
SUPPLIER129,ITEM_4758,1620,PIECE,0.63,1018.98,21060.0,86.0,540,540,7,13246.74,SITE4,BUYER3,MRP,258,53.4,2x per week
SUPPLIER196,ITEM_6603,2600,PIECE,0.39,1016.60,15910.0,64.9,1000,1000,7,6220.81,SITE6,BUYER11,MRP,2100,87.6,1x per week
SUPPLIER186,ITEM_6158,42300,INCH,0.02,1015.20,1233750.0,5035.7,7050,7050,6,29610.00,SITE6,BUYER10,MRP,28200,82.2,5x per week
SUPPLIER186,ITEM_6102,78000,INCH,0.01,1014.00,1723800.0,7035.9,7800,7800,6,22409.40,SITE6,BUYER10,MRP,54600,82.7,5x per week
SUPPLIER146,ITEM_4741,320,PIECE,3.15,1007.04,6770.0,27.6,160,160,3,21305.19,SITE10,BUYER11,MRP,44,46.1,1x per week
SUPPLIER121,ITEM_0437,375,EACH,2.68,1005.00,775.0,3.2,525,525,50,2077.00,SITE2,BUYER4,MRP,51,66.7,1x per week
SUPPLIER205,ITEM_5371,124800,INCH,0.01,998.40,604800.0,2468.6,86400,86400,5,4838.40,SITE1,BUYER6,MRP,19200,100.0,5x per week
SUPPLIER218,ITEM_0984,104,PIECE,9.52,990.08,40.0,0.2,65,1,11,380.80,SITE9,BUYER1,Min-max,,100.0,2x per week
SUPPLIER51,ITEM_3153,10000,PIECE,0.10,990.00,40000.0,163.3,10000,10000,5,3960.00,SITE2,BUYER7,MRP,583,25.0,5x per week
SUPPLIER57,ITEM_2853,315.1,SQUARE FOOT,3.14,988.15,637.1,2.6,328.8,328.8,4,1997.79,SITE4,BUYER5,MRP,15,100.0,5x per week
SUPPLIER7,ITEM_0795,260,PIECE,3.79,984.36,6800.0,27.8,430,430,8,25744.80,SITE7,BUYER1,MRP,37,79.4,2x per week
SUPPLIER239,ITEM_4108,9600,PIECE,0.10,979.20,23000.0,93.9,4800,4800,7,2346.00,SITE6,BUYER11,MRP,176,57.1,1x per week
SUPPLIER218,ITEM_0800,137,PIECE,7.15,978.87,441.0,1.8,83,1,6,3150.95,SITE9,BUYER1,Min-max,,73.8,2x per week
SUPPLIER32,ITEM_6057,9000,PIECE,0.11,972.00,3100.0,12.7,10000,10000,11,334.80,SITE3,BUYER4,MRP,49,0.0,2x per week
SUPPLIER249,ITEM_4150,45,GALLON,21.57,970.65,876.0,3.6,45,45,2,18895.32,SITE8,BUYER8,Min-max,,80.7,3x per week
SUPPLIER57,ITEM_2852,299.52,SQUARE FOOT,3.24,969.55,2165.3,8.8,299.52,299.52,4,7009.01,SITE4,BUYER5,MRP,25,93.3,5x per week
SUPPLIER144,ITEM_6198,20000,PIECE,0.05,960.00,694000.0,2832.7,2000,2000,7,33312.00,SITE6,BUYER7,MRP,16000,94.4,5x per week
SUPPLIER61,ITEM_3911,3863.47,SQUARE FOOT,0.25,954.28,68205.7,278.4,3775.33,3775.33,2,16846.80,SITE3,BUYER5,MRP,534,100.0,5x per week
SUPPLIER146,ITEM_4454,278,PIECE,3.38,940.75,5387.0,22.0,250,250,12,18229.61,SITE10,BUYER11,MRP,94,83.3,5x per week
SUPPLIER57,ITEM_2990,385.1376,SQUARE FOOT,2.44,940.51,897.1,3.7,450.8928,450.8928,2,2190.69,SITE4,BUYER5,MRP,44,88.8,5x per week
SUPPLIER146,ITEM_4169,400,EACH,2.34,934.40,2458.0,10.0,400,400,3,5741.89,SITE10,BUYER11,MRP,20,44.6,5x per week
SUPPLIER144,ITEM_3193,350,EACH,2.63,921.90,700.0,2.9,350,175,10,1843.80,SITE2,BUYER7,MRP,41,33.3,5x per week
SUPPLIER22,ITEM_6289,15600,INCH,0.06,920.40,202800.0,827.8,7800,7800,7,11965.20,SITE6,BUYER7,MRP,4712,97.4,2x per week
SUPPLIER115,ITEM_2580,20000,PIECE,0.05,920.00,160000.0,653.1,20000,20000,31,7360.00,SITE8,BUYER11,MRP,9796,93.3,5x per week
SUPPLIER32,ITEM_1429,180,EACH,5.10,917.46,1740.0,7.1,20,20,6,8868.78,SITE12,BUYER4,MRP,24,73.7,2x per week
SUPPLIER144,ITEM_4268,7500,PIECE,0.12,915.00,33750.0,137.8,15000,1250,12,4117.50,SITE10,BUYER7,MRP,913,75.0,5x per week
SUPPLIER171,ITEM_3151,4128,PIECE,0.22,908.16,28896.0,117.9,8256,8256,8,6357.12,SITE12,BUYER7,MRP,750,57.1,5x per week
SUPPLIER180,ITEM_4621,11200,PIECE,0.08,907.20,508972.0,2077.4,5600,5600,6,41226.73,SITE1,BUYER11,MRP,6585,30.1,1x per week
SUPPLIER148,ITEM_5612,1575,PIECE,0.57,896.18,26975.0,110.1,525,525,10,15348.78,SITE1,BUYER11,MRP,334,35.9,2x per week
SUPPLIER35,ITEM_3344,22400,FOOT,0.04,896.00,59200.0,241.6,28800,800,3,2368.00,SITE2,BUYER7,MRP,693,100.0,5x per week
SUPPLIER186,ITEM_5571,14220,INCH,0.06,895.86,199080.0,812.6,14220,14220,6,12542.04,SITE6,BUYER10,MRP,7110,90.9,5x per week
SUPPLIER47,ITEM_5033,312,CARTRIDGE,2.83,882.02,2160.0,8.8,96,24,30,6106.32,SITE2,BUYER2,MRP,33,39.9,2x per month
SUPPLIER45,ITEM_5435,2200,PIECE,0.40,880.00,10400.0,42.4,200,200,52,4160.00,SITE6,BUYER2,MRP,2400,79.2,1x per week
SUPPLIER196,ITEM_6453,1750,PIECE,0.50,869.75,60155.0,245.5,350,350,7,29897.04,SITE6,BUYER11,MRP,644,83.2,2x per week
SUPPLIER110,ITEM_2339,24500,EACH,0.04,857.50,563500.0,2300.0,3500,3500,2,19722.50,SITE4,BUYER11,MRP,1270,97.9,5x per week
SUPPLIER205,ITEM_4469,5400,FOOT,0.16,853.20,145800.0,595.1,5400,5400,5,23036.40,SITE10,BUYER6,MRP,1000,86.3,5x per week
SUPPLIER57,ITEM_2837,305.69,SQUARE FOOT,2.78,850.12,3600.8,14.7,381.12,381.12,4,10013.80,SITE4,BUYER5,MRP,42,95.4,5x per week
SUPPLIER146,ITEM_4436,1312,PIECE,0.65,847.55,628.0,2.6,600,150,12,405.69,SITE10,BUYER11,MRP,274,71.2,5x per week
SUPPLIER32,ITEM_0900,500,EACH,1.69,846.00,16850.0,68.8,50,50,6,28510.20,SITE4,BUYER4,MRP,176,86.7,2x per week
SUPPLIER93,ITEM_2637,5000,EACH,0.17,845.00,5000.0,20.4,5000,5000,30,845.00,SITE10,BUYER11,MRP,612,33.3,5x per week
SUPPLIER82,ITEM_6663,14322,INCH,0.06,845.00,28644.0,116.9,14322,14322,4,1690.00,SITE6,BUYER10,MRP,234,0.0,5x per week
SUPPLIER7,ITEM_0803,204,PIECE,4.12,839.46,1317.0,5.4,386,386,7,5419.46,SITE7,BUYER1,MRP,26,100.0,2x per week
SUPPLIER26,ITEM_1484,600,PIECE,1.40,837.00,14350.0,58.6,50,50,6,20018.25,SITE10,BUYER2,MRP,100,2.9,2x per week
SUPPLIER82,ITEM_6666,12480,INCH,0.07,836.16,12480.0,50.9,12480,12480,4,836.16,SITE6,BUYER10,MRP,20,33.3,5x per week
SUPPLIER49,ITEM_5125,100,PIECE,8.33,832.50,1510.0,6.2,50,50,6,12570.75,SITE2,BUYER12,MRP,20,79.1,5x per week
SUPPLIER110,ITEM_2281,13405,EACH,0.06,831.11,120000.0,489.8,5000,5000,1,7440.00,SITE2,BUYER11,MRP,125,50.0,5x per week
SUPPLIER146,ITEM_4515,494,EACH,1.67,825.97,247.0,1.0,700,700,10,412.98,SITE11,BUYER11,Manual,,0.0,5x per week
SUPPLIER23,ITEM_1144,1200,PIECE,0.69,825.60,15150.0,61.8,400,400,6,10423.20,SITE12,BUYER2,MRP,150,69.1,5x per week
SUPPLIER6,ITEM_0112,482,POUND,1.68,810.24,7440.0,30.4,190,190,11,12506.64,SITE7,BUYER1,MRP,194,88.7,4x per week
